interaction_id,customer_id,interaction_date,channel,type,satisfaction_score
S024309,C107215,2025-02-16,Phone,Query,2
S024310,C107217,2023-10-02,Social Media,Feedback,2
S024311,C107217,2024-01-20,Phone,Query,3
S024312,C107217,2024-04-23,Phone,Query,1
S024313,C107217,2024-10-23,Chat,Feedback,1
S024314,C107217,2025-03-01,Email,Feedback,1
S024315,C107217,2025-05-07,Phone,Complaint,3
S024316,C107217,2025-05-26,Phone,Query,2
S024317,C107217,2025-12-09,Social Media,Feedback,2
S024318,C107217,2025-09-07,Chat,Feedback,1
S024319,C107218,2025-03-14,Email,Refund Request,4
S024320,C107218,2025-10-07,Email,Query,2
S024321,C107218,2025-10-25,Email,Complaint,2
S024322,C107218,2026-04-14,Social Media,Query,4
S024323,C107218,2026-07-17,Social Media,Refund Request,3
S024324,C107218,2026-08-01,Social Media,Feedback,2
S024325,C107218,2026-05-14,Email,Query,3
S024326,C107219,2024-03-14,Chat,Feedback,2
S024327,C107219,2026-01-23,Social Media,Query,3
S024328,C107220,2025-04-23,Email,Complaint,1
S024329,C107220,2025-11-12,Email,Refund Request,2
S024330,C107220,2026-04-17,Chat,Refund Request,1
S024331,C107220,2025-12-28,Email,Query,1
S024332,C107221,2026-07-20,Phone,Complaint,1
S024333,C107221,2023-09-18,Phone,Query,2
S024334,C107221,2023-11-04,Phone,Feedback,3
S024335,C107223,2024-04-08,Email,Complaint,2
S024336,C107223,2025-03-01,Chat,Complaint,1
S024337,C107223,2025-10-23,Email,Query,3
S024338,C107223,2025-11-17,Social Media,Feedback,1
S024339,C107223,2026-04-28,Email,Refund Request,3
S024340,C107223,2023-10-18,Email,Query,2
S024341,C107225,2025-12-23,Chat,Feedback,2
S024342,C107226,2026-02-02,Phone,Feedback,3
S024343,C107226,2026-08-06,Phone,Query,1
S024344,C107226,2025-07-22,Email,Query,2
S024345,C107227,2025-04-13,Email,Complaint,3
S024346,C107227,2026-06-14,Social Media,Refund Request,2
S024347,C107229,2025-05-28,Chat,Complaint,4
S024348,C107229,2025-07-18,Email,Feedback,2
S024349,C107229,2026-03-05,Email,Query,3
S024350,C107229,2026-05-24,Phone,Complaint,2
S024351,C107230,2026-02-20,Social Media,Refund Request,4
S024352,C107231,2023-11-09,Chat,Query,2
S024353,C107231,2024-01-13,Social Media,Query,2
S024354,C107231,2024-02-01,Chat,Complaint,1
S024355,C107231,2024-04-03,Email,Feedback,3
S024356,C107231,2025-03-22,Email,Refund Request,3
S024357,C107231,2026-06-14,Social Media,Feedback,4
S024358,C107231,2023-12-16,Social Media,Feedback,2
S024359,C107232,2025-06-04,Email,Complaint,3
S024360,C107232,2025-06-30,Chat,Feedback,3
S024361,C107233,2024-12-13,Chat,Feedback,3
S024362,C107233,2025-02-23,Social Media,Complaint,3
S024363,C107233,2025-04-07,Chat,Complaint,1
S024364,C107233,2025-05-27,Chat,Complaint,2
S024365,C107233,2026-03-03,Chat,Complaint,3
S024366,C107233,2026-06-12,Chat,Complaint,2
S024367,C107234,2025-12-13,Phone,Feedback,2
S024368,C107236,2025-01-27,Email,Complaint,2
S024369,C107236,2025-05-16,Chat,Feedback,2
S024370,C107237,2024-09-13,Phone,Complaint,1
S024371,C107237,2023-10-29,Social Media,Feedback,3
S024372,C107238,2023-02-08,Chat,Complaint,2
S024373,C107238,2023-03-31,Email,Complaint,3
S024374,C107238,2024-07-29,Email,Complaint,3
S024375,C107238,2025-11-08,Phone,Query,3
S024376,C107238,2026-02-26,Social Media,Query,2
S024377,C107239,2025-07-07,Phone,Complaint,2
S024378,C107239,2025-07-13,Chat,Refund Request,3
S024379,C107239,2024-07-18,Social Media,Complaint,2
S024380,C107240,2026-08-06,Social Media,Feedback,1
S024381,C107241,2024-08-20,Phone,Complaint,2
S024382,C107242,2025-06-28,Email,Complaint,2
S024383,C107242,2026-06-24,Email,Complaint,3
S024384,C107243,2023-11-03,Social Media,Query,3
S024385,C107243,2026-05-31,Email,Query,3
S024386,C107243,2025-06-14,Email,Complaint,2
S024387,C107244,2023-10-13,Email,Refund Request,2
S024388,C107244,2023-12-20,Social Media,Query,5
S024389,C107244,2024-01-17,Chat,Refund Request,3
S024390,C107244,2024-02-03,Email,Query,3
S024391,C107244,2024-12-03,Phone,Refund Request,1
S024392,C107244,2026-04-03,Phone,Query,4
S024393,C107244,2026-05-14,Social Media,Feedback,3
S024394,C107245,2024-09-02,Phone,Complaint,1
S024395,C107245,2024-09-18,Email,Complaint,2
S024396,C107245,2024-10-04,Chat,Complaint,3
S024397,C107245,2025-12-26,Email,Feedback,3
S024398,C107245,2026-01-07,Chat,Complaint,1
S024399,C107245,2025-05-02,Social Media,Complaint,3
S024400,C107246,2024-06-24,Email,Refund Request,1
S024401,C107246,2025-07-27,Social Media,Query,4
S024402,C107247,2026-07-29,Social Media,Complaint,2
S024403,C107247,2026-06-28,Social Media,Complaint,3
S024404,C107248,2025-05-30,Chat,Complaint,4
S024405,C107248,2025-09-03,Phone,Complaint,1
S024406,C107249,2026-08-08,Email,Complaint,3
S024407,C107249,2026-07-11,Chat,Feedback,4
S024408,C107249,2026-07-10,Phone,Query,4
S024409,C107252,2026-05-28,Chat,Complaint,1
S024410,C107252,2025-11-07,Social Media,Query,2
S024411,C107252,2025-06-06,Chat,Feedback,1
S024412,C107252,2025-06-17,Social Media,Feedback,2
S024413,C107253,2025-07-11,Email,Complaint,2
S024414,C107254,2025-10-13,Social Media,Refund Request,1
S024415,C107254,2026-05-15,Email,Complaint,1
S024416,C107254,2026-06-25,Chat,Complaint,3
S024417,C107254,2025-07-19,Phone,Feedback,2
S024418,C107254,2025-11-03,Chat,Complaint,4
S024419,C107255,2024-04-09,Social Media,Feedback,3
S024420,C107257,2024-09-29,Social Media,Feedback,2
S024421,C107257,2024-10-14,Social Media,Complaint,2
S024422,C107257,2025-01-24,Email,Complaint,3
S024423,C107257,2025-04-18,Email,Feedback,2
S024424,C107257,2025-10-12,Chat,Complaint,2
S024425,C107257,2025-10-12,Chat,Query,1
S024426,C107257,2025-10-19,Phone,Complaint,4
S024427,C107257,2026-02-24,Social Media,Complaint,1
S024428,C107257,2024-12-16,Phone,Complaint,3
S024429,C107257,2025-09-28,Phone,Query,3
S024430,C107257,2025-04-13,Chat,Feedback,2
S024431,C107258,2024-03-27,Email,Refund Request,4
S024432,C107258,2024-05-25,Email,Query,2
S024433,C107258,2024-09-13,Phone,Refund Request,3
S024434,C107258,2024-10-15,Social Media,Feedback,4
S024435,C107258,2025-03-04,Phone,Query,1
S024436,C107258,2025-08-23,Chat,Complaint,3
S024437,C107258,2026-04-02,Social Media,Complaint,2
S024438,C107258,2026-08-03,Email,Complaint,2
S024439,C107260,2024-07-30,Chat,Query,3
S024440,C107260,2024-11-04,Email,Query,1
S024441,C107260,2026-03-07,Phone,Feedback,2
S024442,C107260,2025-03-18,Phone,Query,3
S024443,C107261,2023-04-01,Social Media,Feedback,3
S024444,C107261,2023-05-19,Social Media,Feedback,3
S024445,C107262,2026-03-12,Phone,Query,3
S024446,C107263,2024-01-26,Email,Query,2
S024447,C107264,2026-04-20,Email,Feedback,2
S024448,C107264,2026-03-04,Phone,Complaint,2
S024449,C107265,2024-09-24,Email,Complaint,2
S024450,C107265,2024-10-07,Phone,Feedback,1
S024451,C107265,2024-12-07,Chat,Query,3
S024452,C107265,2025-05-09,Chat,Complaint,3
S024453,C107266,2026-05-27,Phone,Refund Request,3
S024454,C107266,2026-08-03,Email,Query,3
S024455,C107267,2024-05-19,Email,Query,3
S024456,C107267,2025-10-19,Email,Feedback,2
S024457,C107267,2026-02-23,Chat,Query,1
S024458,C107268,2025-05-25,Chat,Query,2
S024459,C107268,2025-04-06,Chat,Feedback,2
S024460,C107269,2023-12-21,Chat,Query,2
S024461,C107269,2024-01-12,Phone,Refund Request,1
S024462,C107269,2024-03-21,Chat,Query,2
S024463,C107269,2024-11-04,Chat,Feedback,4
S024464,C107269,2025-10-01,Chat,Refund Request,2
S024465,C107269,2026-06-21,Social Media,Complaint,5
S024466,C107269,2025-03-20,Social Media,Query,2
S024467,C107270,2026-07-03,Phone,Query,3
S024468,C107270,2026-01-04,Phone,Complaint,5
S024469,C107271,2026-05-11,Social Media,Feedback,3
S024470,C107272,2024-01-09,Social Media,Refund Request,1
S024471,C107272,2024-01-15,Chat,Refund Request,2
S024472,C107272,2024-04-09,Phone,Complaint,3
S024473,C107272,2024-10-29,Email,Complaint,4
S024474,C107272,2025-05-30,Phone,Feedback,3
S024475,C107273,2024-04-07,Chat,Complaint,2
S024476,C107273,2025-07-23,Phone,Feedback,1
S024477,C107273,2025-12-30,Chat,Refund Request,2
S024478,C107274,2026-05-07,Phone,Complaint,3
S024479,C107274,2026-06-23,Chat,Complaint,1
S024480,C107274,2026-07-04,Chat,Refund Request,1
S024481,C107274,2026-06-30,Chat,Query,1
S024482,C107274,2026-05-25,Chat,Feedback,4
S024483,C107274,2026-07-13,Email,Feedback,1
S024484,C107276,2024-09-07,Chat,Query,1
S024485,C107276,2025-02-23,Phone,Refund Request,1
S024486,C107276,2025-03-12,Email,Refund Request,2
S024487,C107276,2025-09-19,Email,Complaint,1
S024488,C107276,2025-12-27,Phone,Refund Request,1
S024489,C107276,2026-04-27,Social Media,Complaint,2
S024490,C107276,2026-07-02,Email,Refund Request,1
S024491,C107277,2025-03-07,Email,Complaint,3
S024492,C107277,2025-09-11,Email,Query,3
S024493,C107277,2025-11-11,Email,Complaint,1
S024494,C107277,2026-01-29,Chat,Query,3
S024495,C107277,2026-03-28,Social Media,Query,2
S024496,C107277,2026-04-19,Social Media,Query,2
S024497,C107277,2025-05-06,Chat,Complaint,4
S024498,C107277,2025-12-05,Social Media,Query,4
S024499,C107279,2025-03-01,Chat,Refund Request,2
S024500,C107279,2025-10-13,Social Media,Complaint,1
S024501,C107279,2025-11-28,Social Media,Query,2
S024502,C107279,2026-05-30,Social Media,Query,2
S024503,C107279,2026-06-03,Email,Feedback,1
S024504,C107279,2026-06-05,Phone,Complaint,3
S024505,C107279,2024-12-08,Email,Feedback,2
S024506,C107280,2026-06-15,Phone,Refund Request,3
S024507,C107280,2025-11-07,Social Media,Complaint,2
S024508,C107281,2024-05-14,Email,Feedback,1
S024509,C107281,2024-10-30,Email,Complaint,3
S024510,C107281,2025-01-18,Email,Feedback,4
S024511,C107281,2024-02-06,Chat,Complaint,1
S024512,C107281,2023-12-04,Phone,Feedback,3
S024513,C107282,2023-04-04,Social Media,Query,4
S024514,C107282,2024-05-29,Chat,Feedback,1
S024515,C107282,2025-12-24,Phone,Complaint,2
S024516,C107282,2026-07-30,Social Media,Complaint,4
S024517,C107282,2025-09-17,Phone,Query,4
S024518,C107284,2026-06-20,Email,Query,1
S024519,C107284,2026-01-21,Chat,Complaint,1
S024520,C107286,2025-06-01,Email,Feedback,3
S024521,C107286,2025-06-30,Chat,Feedback,4
S024522,C107288,2025-04-14,Email,Refund Request,3
S024523,C107288,2025-06-27,Phone,Query,4
S024524,C107288,2024-08-20,Chat,Complaint,4
S024525,C107289,2025-10-01,Phone,Feedback,3
S024526,C107289,2026-06-04,Email,Complaint,4
S024527,C107289,2026-08-05,Social Media,Complaint,4
S024528,C107290,2026-03-21,Email,Query,1
S024529,C107291,2024-01-26,Social Media,Complaint,1
S024530,C107291,2024-03-03,Chat,Feedback,1
S024531,C107292,2026-07-18,Phone,Complaint,2
S024532,C107293,2023-08-30,Social Media,Feedback,1
S024533,C107293,2023-09-21,Phone,Complaint,2
S024534,C107293,2023-10-16,Phone,Complaint,3
S024535,C107293,2023-11-28,Social Media,Complaint,1
S024536,C107293,2024-12-14,Social Media,Refund Request,2
S024537,C107293,2024-12-26,Chat,Complaint,3
S024538,C107293,2025-04-19,Chat,Feedback,2
S024539,C107293,2025-06-03,Social Media,Feedback,2
S024540,C107293,2025-06-18,Chat,Complaint,3
S024541,C107293,2025-06-27,Social Media,Query,1
S024542,C107293,2025-07-25,Email,Complaint,2
S024543,C107293,2025-09-18,Phone,Feedback,2
S024544,C107293,2026-06-10,Phone,Complaint,2
S024545,C107293,2026-06-24,Phone,Complaint,2
S024546,C107293,2026-07-13,Social Media,Refund Request,2
S024547,C107293,2026-04-02,Phone,Complaint,3
S024548,C107293,2024-11-06,Phone,Complaint,2
S024549,C107294,2023-10-19,Social Media,Query,2
S024550,C107294,2024-01-12,Phone,Complaint,3
S024551,C107294,2024-01-22,Social Media,Feedback,1
S024552,C107294,2025-10-19,Phone,Complaint,3
S024553,C107294,2024-10-22,Phone,Query,2
S024554,C107295,2026-05-13,Social Media,Feedback,2
S024555,C107296,2025-02-26,Email,Feedback,3
S024556,C107296,2025-03-06,Phone,Feedback,2
S024557,C107296,2026-05-27,Email,Complaint,1
S024558,C107297,2023-03-21,Email,Complaint,2
S024559,C107297,2023-06-11,Phone,Refund Request,2
S024560,C107297,2023-06-11,Chat,Refund Request,4
S024561,C107297,2023-07-08,Email,Feedback,2
S024562,C107297,2024-05-09,Social Media,Feedback,2
S024563,C107297,2024-12-07,Chat,Refund Request,3
S024564,C107297,2025-05-24,Phone,Complaint,3
S024565,C107299,2025-08-11,Phone,Complaint,2
S024566,C107299,2026-05-27,Social Media,Complaint,3
S024567,C107299,2026-06-15,Social Media,Complaint,3
S024568,C107299,2026-03-09,Email,Feedback,4
S024569,C107299,2025-09-10,Social Media,Complaint,2
S024570,C107300,2023-12-05,Email,Query,1
S024571,C107300,2024-01-21,Phone,Complaint,2
S024572,C107300,2024-04-18,Chat,Refund Request,1
S024573,C107300,2024-07-17,Chat,Refund Request,3
S024574,C107300,2024-08-02,Email,Feedback,3
S024575,C107300,2024-09-07,Social Media,Query,3
S024576,C107300,2025-01-31,Phone,Complaint,1
S024577,C107300,2025-03-11,Social Media,Query,2
S024578,C107300,2025-04-10,Phone,Query,4
S024579,C107300,2025-04-08,Email,Refund Request,4
S024580,C107300,2025-07-05,Email,Complaint,3
S024581,C107300,2025-08-03,Social Media,Refund Request,2
S024582,C107300,2025-10-10,Chat,Complaint,2
S024583,C107300,2025-12-25,Chat,Feedback,1
S024584,C107300,2026-03-07,Social Media,Complaint,2
S024585,C107300,2026-04-18,Phone,Feedback,3
S024586,C107300,2026-06-02,Email,Feedback,3
S024587,C107300,2023-12-22,Phone,Query,5
S024588,C107300,2024-05-31,Social Media,Query,1
S024589,C107300,2025-06-15,Email,Query,1
S024590,C107301,2026-07-02,Chat,Query,1
S024591,C107301,2024-12-14,Social Media,Feedback,3
S024592,C107302,2026-04-23,Social Media,Refund Request,1
S024593,C107302,2025-10-19,Social Media,Query,1
S024594,C107303,2025-08-06,Email,Feedback,1
S024595,C107304,2026-05-03,Email,Refund Request,1
S024596,C107304,2026-04-03,Chat,Query,1
S024597,C107304,2026-06-13,Chat,Complaint,4
S024598,C107305,2025-09-02,Social Media,Query,1
S024599,C107305,2026-01-14,Social Media,Refund Request,2
S024600,C107305,2026-02-04,Social Media,Complaint,2
S024601,C107306,2026-06-08,Chat,Refund Request,2
S024602,C107307,2023-11-01,Social Media,Complaint,2
S024603,C107307,2024-11-05,Phone,Complaint,3
S024604,C107307,2025-12-18,Social Media,Complaint,1
S024605,C107308,2025-03-03,Chat,Feedback,4
S024606,C107309,2025-09-21,Social Media,Query,3
S024607,C107309,2025-10-12,Social Media,Complaint,2
S024608,C107309,2026-02-16,Email,Query,3
S024609,C107309,2026-03-12,Phone,Complaint,2
S024610,C107309,2026-04-08,Email,Feedback,4
S024611,C107309,2026-05-04,Social Media,Refund Request,1
S024612,C107309,2026-05-10,Email,Complaint,2
S024613,C107309,2026-07-13,Chat,Refund Request,3
S024614,C107309,2025-10-01,Chat,Feedback,2
S024615,C107311,2025-11-07,Chat,Feedback,2
S024616,C107313,2024-05-16,Phone,Complaint,2
S024617,C107313,2024-07-10,Chat,Complaint,3
S024618,C107313,2024-08-30,Chat,Complaint,2
S024619,C107313,2024-09-21,Social Media,Refund Request,3
S024620,C107313,2024-11-06,Email,Refund Request,3
S024621,C107313,2024-11-07,Social Media,Complaint,1
S024622,C107313,2025-01-14,Chat,Complaint,1
S024623,C107313,2025-01-29,Phone,Complaint,2
S024624,C107313,2025-03-11,Phone,Complaint,1
S024625,C107313,2025-03-23,Email,Refund Request,4
S024626,C107313,2025-06-25,Phone,Refund Request,2
S024627,C107313,2025-08-29,Social Media,Refund Request,1
S024628,C107313,2025-10-01,Phone,Query,2
S024629,C107313,2025-10-09,Social Media,Complaint,2
S024630,C107313,2025-10-10,Social Media,Refund Request,3
S024631,C107313,2025-12-06,Email,Query,3
S024632,C107313,2026-01-17,Phone,Query,3
S024633,C107313,2026-05-11,Social Media,Feedback,2
S024634,C107313,2024-11-17,Email,Feedback,1
S024635,C107314,2024-07-15,Social Media,Refund Request,4
S024636,C107314,2024-07-18,Email,Query,2
S024637,C107314,2024-08-30,Social Media,Complaint,5
S024638,C107314,2024-12-12,Email,Query,5
S024639,C107314,2025-03-24,Email,Feedback,5
S024640,C107314,2025-05-01,Social Media,Complaint,1
S024641,C107314,2025-07-12,Chat,Query,3
S024642,C107314,2026-01-03,Phone,Query,2
S024643,C107314,2026-01-22,Email,Feedback,2
S024644,C107314,2026-04-16,Phone,Complaint,3
S024645,C107315,2024-05-12,Social Media,Complaint,1
S024646,C107315,2025-11-25,Chat,Complaint,1
S024647,C107316,2024-08-23,Chat,Complaint,3
S024648,C107316,2024-10-08,Social Media,Complaint,1
S024649,C107317,2026-04-15,Email,Complaint,3
S024650,C107317,2026-04-10,Social Media,Query,4
S024651,C107318,2026-01-08,Chat,Refund Request,3
S024652,C107318,2026-01-16,Phone,Complaint,1
S024653,C107318,2026-04-24,Social Media,Feedback,5
S024654,C107318,2026-01-22,Social Media,Feedback,3
S024655,C107318,2026-07-16,Phone,Query,3
S024656,C107319,2026-04-08,Chat,Query,3
S024657,C107320,2024-08-05,Chat,Feedback,2
S024658,C107320,2024-12-11,Chat,Complaint,2
S024659,C107320,2025-02-23,Phone,Query,1
S024660,C107320,2025-03-07,Email,Complaint,2
S024661,C107320,2025-04-16,Phone,Complaint,3
S024662,C107320,2025-04-26,Social Media,Query,2
S024663,C107320,2025-06-28,Chat,Complaint,1
S024664,C107320,2025-11-02,Chat,Refund Request,1
S024665,C107320,2026-03-21,Phone,Complaint,3
S024666,C107320,2026-04-09,Phone,Complaint,3
S024667,C107321,2026-06-10,Chat,Complaint,1
S024668,C107321,2026-07-09,Social Media,Feedback,1
S024669,C107321,2026-06-11,Email,Feedback,1
S024670,C107321,2026-05-07,Social Media,Complaint,2
S024671,C107321,2026-06-07,Social Media,Query,1
S024672,C107322,2024-10-09,Chat,Feedback,4
S024673,C107322,2024-11-18,Social Media,Complaint,2
S024674,C107323,2026-03-05,Phone,Refund Request,1
S024675,C107323,2025-10-12,Chat,Complaint,2
S024676,C107323,2025-12-04,Phone,Complaint,2
S024677,C107324,2025-11-09,Phone,Feedback,2
S024678,C107326,2026-02-08,Chat,Complaint,3
S024679,C107326,2026-07-28,Email,Feedback,2
S024680,C107326,2025-04-07,Social Media,Feedback,3
S024681,C107326,2026-03-24,Phone,Feedback,3
S024682,C107327,2024-11-01,Social Media,Complaint,1
S024683,C107327,2025-07-30,Social Media,Refund Request,1
S024684,C107327,2025-08-01,Social Media,Feedback,3
S024685,C107327,2025-12-03,Social Media,Refund Request,4
S024686,C107327,2026-01-11,Chat,Complaint,2
S024687,C107327,2026-03-09,Email,Complaint,2
S024688,C107327,2026-05-10,Email,Refund Request,3
S024689,C107328,2025-11-29,Phone,Query,3
S024690,C107330,2025-07-17,Phone,Query,3
S024691,C107330,2025-03-27,Social Media,Feedback,1
S024692,C107331,2024-12-20,Chat,Feedback,2
S024693,C107333,2024-08-04,Chat,Query,3
S024694,C107333,2024-08-28,Phone,Refund Request,2
S024695,C107333,2024-11-18,Email,Complaint,4
S024696,C107333,2024-12-27,Email,Complaint,2
S024697,C107333,2024-12-30,Email,Feedback,3
S024698,C107333,2025-04-25,Phone,Complaint,1
S024699,C107333,2025-05-31,Email,Complaint,4
S024700,C107333,2025-06-02,Chat,Query,4
S024701,C107333,2025-07-28,Phone,Complaint,4
S024702,C107333,2026-04-07,Social Media,Refund Request,5
S024703,C107333,2026-05-02,Phone,Complaint,2
S024704,C107333,2026-06-29,Email,Refund Request,4
S024705,C107333,2025-12-08,Social Media,Query,1
S024706,C107334,2026-02-27,Phone,Query,4
S024707,C107334,2026-03-15,Chat,Feedback,1
S024708,C107334,2026-04-05,Phone,Query,3
S024709,C107334,2026-02-03,Email,Feedback,2
S024710,C107334,2025-11-28,Phone,Feedback,2
S024711,C107335,2026-03-16,Chat,Refund Request,3
S024712,C107335,2026-03-18,Chat,Complaint,2
S024713,C107335,2026-02-16,Social Media,Feedback,2
S024714,C107336,2024-03-14,Social Media,Query,1
S024715,C107336,2024-12-15,Email,Query,2
S024716,C107336,2025-02-08,Email,Complaint,3
S024717,C107336,2025-08-06,Social Media,Complaint,3
S024718,C107336,2025-12-14,Social Media,Complaint,4
S024719,C107336,2026-02-13,Phone,Complaint,4
S024720,C107336,2026-05-24,Email,Complaint,3
S024721,C107337,2025-12-23,Phone,Query,4
S024722,C107338,2026-05-29,Phone,Complaint,1
S024723,C107339,2023-10-19,Phone,Complaint,2
S024724,C107339,2023-11-17,Chat,Refund Request,3
S024725,C107339,2023-12-14,Email,Complaint,4
S024726,C107339,2023-12-22,Social Media,Query,2
S024727,C107339,2024-01-03,Email,Complaint,1
S024728,C107339,2024-03-15,Email,Query,1
S024729,C107339,2024-05-07,Phone,Refund Request,1
S024730,C107339,2024-05-28,Email,Refund Request,2
S024731,C107339,2024-10-22,Phone,Complaint,2
S024732,C107339,2024-12-29,Social Media,Query,3
S024733,C107339,2025-02-13,Email,Refund Request,3
S024734,C107339,2025-04-04,Social Media,Refund Request,2
S024735,C107339,2025-08-27,Social Media,Complaint,4
S024736,C107339,2025-11-15,Chat,Complaint,2
S024737,C107339,2026-04-15,Email,Refund Request,1
S024738,C107339,2026-05-26,Chat,Complaint,3
S024739,C107339,2026-06-30,Email,Refund Request,2
S024740,C107339,2024-11-30,Social Media,Feedback,1
S024741,C107340,2023-06-17,Phone,Complaint,4
S024742,C107340,2024-03-20,Phone,Query,3
S024743,C107342,2025-05-30,Social Media,Query,2
S024744,C107342,2025-07-11,Email,Complaint,1
S024745,C107342,2026-06-08,Email,Complaint,1
S024746,C107342,2025-12-22,Social Media,Query,1
S024747,C107342,2025-06-08,Social Media,Complaint,1
S024748,C107342,2026-04-23,Social Media,Query,1
S024749,C107342,2025-07-07,Chat,Query,2
S024750,C107342,2026-06-09,Phone,Feedback,1
S024751,C107343,2025-06-06,Email,Complaint,1
S024752,C107346,2025-01-26,Social Media,Complaint,5
S024753,C107346,2025-10-13,Phone,Complaint,3
S024754,C107346,2025-10-30,Chat,Complaint,2
S024755,C107346,2025-11-19,Chat,Refund Request,2
S024756,C107348,2025-01-03,Phone,Query,4
S024757,C107348,2025-06-18,Social Media,Complaint,3
S024758,C107349,2026-01-27,Email,Complaint,1
S024759,C107349,2026-02-08,Chat,Complaint,2
S024760,C107349,2026-02-12,Email,Refund Request,1
S024761,C107349,2026-02-13,Phone,Query,2
S024762,C107349,2026-02-27,Social Media,Refund Request,3
S024763,C107349,2026-05-24,Phone,Feedback,3
S024764,C107349,2026-05-30,Email,Feedback,3
S024765,C107349,2026-06-24,Social Media,Query,1
S024766,C107349,2026-08-05,Phone,Complaint,1
S024767,C107349,2026-06-18,Email,Complaint,2
S024768,C107349,2025-11-23,Email,Query,4
S024769,C107349,2026-06-10,Phone,Feedback,2
S024770,C107354,2025-08-17,Chat,Complaint,5
S024771,C107354,2025-11-13,Social Media,Feedback,1
S024772,C107354,2026-01-14,Phone,Complaint,3
S024773,C107354,2026-06-15,Email,Complaint,2
S024774,C107354,2026-06-25,Chat,Complaint,3
S024775,C107355,2023-10-29,Phone,Query,3
S024776,C107355,2024-03-04,Chat,Complaint,2
S024777,C107355,2025-07-04,Chat,Query,2
S024778,C107355,2025-09-13,Social Media,Refund Request,2
S024779,C107355,2026-07-05,Email,Refund Request,1
S024780,C107355,2026-05-12,Chat,Query,3
S024781,C107356,2025-05-31,Phone,Feedback,2
S024782,C107356,2025-06-16,Email,Complaint,2
S024783,C107356,2025-12-12,Social Media,Complaint,2
S024784,C107356,2026-02-17,Chat,Complaint,2
S024785,C107356,2026-03-23,Social Media,Complaint,1
S024786,C107357,2026-05-31,Social Media,Feedback,2
S024787,C107358,2026-04-02,Email,Feedback,2
S024788,C107360,2025-04-15,Chat,Feedback,2
S024789,C107361,2024-01-15,Phone,Complaint,3
S024790,C107361,2024-04-30,Email,Query,2
S024791,C107361,2024-09-02,Email,Feedback,3
S024792,C107361,2024-09-30,Email,Query,2
S024793,C107361,2024-10-04,Social Media,Feedback,1
S024794,C107361,2025-02-21,Phone,Feedback,1
S024795,C107361,2025-03-11,Social Media,Complaint,1
S024796,C107361,2025-07-09,Social Media,Feedback,2
S024797,C107361,2025-08-03,Phone,Refund Request,4
S024798,C107361,2025-09-12,Social Media,Refund Request,3
S024799,C107361,2025-09-17,Email,Refund Request,2
S024800,C107361,2026-04-12,Phone,Query,4
S024801,C107361,2026-07-17,Email,Query,1
S024802,C107361,2024-01-03,Email,Feedback,2
S024803,C107362,2025-08-04,Social Media,Feedback,1
S024804,C107362,2026-01-24,Social Media,Complaint,1
S024805,C107363,2024-08-28,Chat,Query,2
S024806,C107363,2024-12-04,Social Media,Refund Request,1
S024807,C107363,2026-01-02,Chat,Refund Request,2
S024808,C107363,2026-08-07,Chat,Complaint,1
S024809,C107364,2024-10-14,Email,Query,1
S024810,C107364,2024-12-24,Phone,Feedback,2
S024811,C107364,2025-03-10,Social Media,Complaint,2
S024812,C107364,2025-05-12,Social Media,Complaint,2
S024813,C107364,2025-05-28,Chat,Complaint,3
S024814,C107364,2025-05-31,Chat,Refund Request,3
S024815,C107364,2025-10-09,Email,Complaint,2
S024816,C107364,2026-05-06,Phone,Refund Request,2
S024817,C107364,2026-05-23,Social Media,Complaint,1
S024818,C107365,2024-03-10,Social Media,Refund Request,2
S024819,C107365,2025-05-29,Social Media,Query,1
S024820,C107365,2025-08-26,Chat,Complaint,3
S024821,C107365,2025-11-21,Email,Refund Request,2
S024822,C107365,2026-02-03,Social Media,Query,3
S024823,C107365,2026-02-13,Social Media,Complaint,2
S024824,C107365,2026-02-26,Phone,Complaint,1
S024825,C107365,2026-03-25,Phone,Complaint,1
S024826,C107365,2026-03-28,Social Media,Refund Request,1
S024827,C107365,2026-06-18,Phone,Complaint,1
S024828,C107365,2025-12-23,Phone,Feedback,4
S024829,C107365,2025-07-30,Chat,Query,3
S024830,C107365,2024-02-15,Chat,Query,1
S024831,C107366,2024-03-17,Social Media,Complaint,1
S024832,C107366,2024-08-26,Chat,Complaint,3
S024833,C107366,2024-08-30,Email,Refund Request,1
S024834,C107366,2025-01-15,Phone,Query,2
S024835,C107366,2025-01-04,Email,Query,2
S024836,C107368,2023-06-29,Email,Complaint,2
S024837,C107368,2025-04-04,Social Media,Complaint,1
S024838,C107368,2025-08-11,Chat,Query,2
S024839,C107368,2026-02-23,Chat,Complaint,2
S024840,C107368,2026-05-03,Social Media,Query,4
S024841,C107368,2026-02-03,Email,Feedback,2
S024842,C107368,2026-04-23,Chat,Feedback,2
S024843,C107369,2025-11-26,Email,Complaint,1
S024844,C107369,2026-02-25,Email,Feedback,3
S024845,C107370,2024-12-17,Social Media,Query,1
S024846,C107370,2025-07-03,Chat,Feedback,2
S024847,C107372,2026-06-15,Phone,Feedback,2
S024848,C107373,2025-06-01,Phone,Feedback,3
S024849,C107373,2025-07-29,Phone,Feedback,3
S024850,C107376,2024-11-28,Phone,Feedback,2
S024851,C107376,2024-12-03,Chat,Complaint,1
