return_id,order_id,customer_id,return_date,refund_amount,reason
R013013,O0154362,C107318,2026-01-24,2708.1,Changed Mind
R013014,O0154383,C107320,2024-06-27,28721.93,Defective Product
R013015,O0154399,C107320,2025-05-02,7179.83,Better Price Found
R013016,O0154400,C107320,2025-05-22,16458.33,Size Issue
R013017,O0154409,C107320,2025-07-05,54881.64,Better Price Found
R013018,O0154413,C107320,2025-08-01,3717.26,Size Issue
R013019,O0154439,C107320,2026-02-05,2481.75,Late Delivery
R013020,O0154463,C107321,2026-05-18,408.97,Size Issue
R013021,O0154466,C107321,2026-07-18,1839.06,Changed Mind
R013022,O0154476,C107323,2025-05-14,7835.88,Changed Mind
R013023,O0154485,C107323,2025-06-30,800.25,Changed Mind
R013024,O0154501,C107323,2026-07-21,1404.68,Better Price Found
R013025,O0154520,C107326,2025-03-02,25837.65,Size Issue
R013026,O0154525,C107326,2025-09-12,13641.37,Changed Mind
R013027,O0154538,C107326,2026-08-07,15942.69,Defective Product
R013028,O0154542,C107327,2024-11-04,46823.96,Size Issue
R013029,O0154568,C107327,2025-09-12,3297.48,Better Price Found
R013030,O0154578,C107327,2026-01-21,103.26,Changed Mind
R013031,O0154582,C107327,2026-02-04,952.64,Late Delivery
R013032,O0154610,C107329,2026-07-03,304.04,Better Price Found
R013033,O0154625,C107332,2024-06-18,902.17,Better Price Found
R013034,O0154628,C107332,2025-11-07,2486.47,Changed Mind
R013035,O0154633,C107333,2024-04-30,6431.31,Size Issue
R013036,O0154638,C107333,2024-07-09,2372.01,Not as Described
R013037,O0154640,C107333,2024-07-28,5531.13,Better Price Found
R013038,O0154663,C107333,2025-01-24,1857.59,Better Price Found
R013039,O0154668,C107333,2025-03-29,6296.36,Late Delivery
R013040,O0154676,C107333,2025-05-12,11248.81,Defective Product
R013041,O0154677,C107333,2025-05-31,2209.93,Not as Described
R013042,O0154678,C107333,2025-06-03,1692.86,Late Delivery
R013043,O0154680,C107333,2025-06-11,1097.11,Better Price Found
R013044,O0154713,C107333,2026-06-03,40043.09,Not as Described
R013045,O0154725,C107333,2026-08-03,3256.93,Not as Described
R013046,O0154729,C107333,2026-08-09,3847.3,Defective Product
R013047,O0154752,C107335,2025-09-12,4175.61,Changed Mind
R013048,O0154756,C107335,2025-11-22,26585.55,Not as Described
R013049,O0154762,C107335,2026-03-02,1798.75,Not as Described
R013050,O0154766,C107335,2026-03-28,1519.55,Not as Described
R013051,O0154773,C107336,2023-12-19,8808.88,Defective Product
R013052,O0154790,C107336,2024-12-23,1021.11,Better Price Found
R013053,O0154791,C107336,2024-12-22,3463.3,Defective Product
R013054,O0154802,C107336,2025-08-07,12552.43,Late Delivery
R013055,O0154803,C107336,2025-08-12,3679.87,Size Issue
R013056,O0154808,C107336,2025-11-08,226.05,Better Price Found
R013057,O0154818,C107336,2026-01-03,4630.28,Size Issue
R013058,O0154820,C107336,2026-01-07,43042.44,Not as Described
R013059,O0154822,C107336,2026-02-18,5731.71,Late Delivery
R013060,O0154850,C107338,2026-06-07,1182.23,Not as Described
R013061,O0154868,C107339,2023-12-22,44468.79,Changed Mind
R013062,O0154873,C107339,2024-01-13,2358.93,Not as Described
R013063,O0154875,C107339,2024-02-04,5242.11,Not as Described
R013064,O0154879,C107339,2024-03-13,16207.56,Better Price Found
R013065,O0154897,C107339,2024-09-10,365.05,Better Price Found
R013066,O0154899,C107339,2024-10-19,4559.56,Changed Mind
R013067,O0154905,C107339,2024-11-19,1018.91,Better Price Found
R013068,O0154909,C107339,2025-01-02,2186.92,Defective Product
R013069,O0154948,C107339,2026-05-14,13062.45,Late Delivery
R013070,O0154965,C107341,2025-03-06,8123.46,Late Delivery
R013071,O0154970,C107341,2025-07-15,1673.36,Late Delivery
R013072,O0154979,C107342,2026-04-26,618.59,Changed Mind
R013073,O0154992,C107344,2026-06-26,4346.36,Changed Mind
R013074,O0154998,C107346,2024-11-18,1301.73,Size Issue
R013075,O0155006,C107346,2025-04-19,2982.69,Changed Mind
R013076,O0155021,C107346,2025-10-22,3218.88,Defective Product
R013077,O0155030,C107346,2025-12-13,6063.41,Size Issue
R013078,O0155057,C107346,2026-07-11,10044.31,Better Price Found
R013079,O0155058,C107346,2026-07-20,2645.34,Better Price Found
R013080,O0155059,C107346,2026-07-27,6863.38,Changed Mind
R013081,O0155069,C107348,2023-08-07,54640.17,Size Issue
R013082,O0155086,C107349,2026-02-06,3369.69,Defective Product
R013083,O0155090,C107349,2026-02-15,10006.3,Size Issue
R013084,O0155099,C107349,2026-05-05,61410.17,Defective Product
R013085,O0155100,C107349,2026-05-10,1002.53,Changed Mind
R013086,O0155125,C107352,2025-11-01,4012.38,Not as Described
R013087,O0155131,C107352,2026-07-07,13621.52,Better Price Found
R013088,O0155155,C107354,2026-02-20,2221.62,Defective Product
R013089,O0155175,C107354,2026-07-24,28766.07,Better Price Found
R013090,O0155181,C107355,2024-03-02,2604.58,Better Price Found
R013091,O0155184,C107355,2024-03-27,6445.71,Defective Product
R013092,O0155190,C107355,2024-07-23,3355.3,Better Price Found
R013093,O0155197,C107355,2024-11-11,875.65,Late Delivery
R013094,O0155205,C107355,2025-04-19,36135.39,Late Delivery
R013095,O0155217,C107355,2025-09-25,3838.11,Not as Described
R013096,O0155264,C107356,2025-08-01,2910.08,Defective Product
R013097,O0155265,C107356,2025-08-06,1195.5,Size Issue
R013098,O0155290,C107356,2026-02-17,1991.01,Not as Described
R013099,O0155316,C107358,2026-04-11,42170.65,Late Delivery
R013100,O0155334,C107360,2025-08-05,1726.18,Late Delivery
R013101,O0155350,C107361,2024-02-03,5746.58,Not as Described
R013102,O0155354,C107361,2024-03-22,42885.38,Late Delivery
R013103,O0155371,C107361,2024-11-03,23948.05,Better Price Found
R013104,O0155375,C107361,2024-12-21,19133.72,Better Price Found
R013105,O0155381,C107361,2025-01-30,35285.36,Changed Mind
R013106,O0155391,C107361,2025-04-13,2811.8,Better Price Found
R013107,O0155399,C107361,2025-06-16,8083.43,Defective Product
R013108,O0155405,C107361,2025-08-01,11733.08,Better Price Found
R013109,O0155411,C107361,2025-09-19,28601.3,Size Issue
R013110,O0155415,C107361,2025-11-11,10863.07,Better Price Found
R013111,O0155417,C107361,2026-01-03,25699.84,Not as Described
R013112,O0155421,C107361,2026-02-25,4934.27,Defective Product
R013113,O0155427,C107361,2026-04-26,125840.95,Size Issue
R013114,O0155446,C107362,2025-07-11,2331.07,Size Issue
R013115,O0155447,C107362,2025-12-07,6824.89,Not as Described
R013116,O0155455,C107363,2025-03-01,4335.43,Size Issue
R013117,O0155467,C107363,2026-04-13,2769.09,Defective Product
R013118,O0155472,C107364,2024-05-28,7163.08,Size Issue
R013119,O0155479,C107364,2024-08-26,8650.15,Late Delivery
R013120,O0155487,C107364,2024-11-22,587.26,Defective Product
R013121,O0155491,C107364,2025-01-21,33757.26,Not as Described
R013122,O0155495,C107364,2025-02-18,2051.08,Late Delivery
R013123,O0155497,C107364,2025-03-09,30188.9,Better Price Found
R013124,O0155502,C107364,2025-05-22,1856.13,Defective Product
R013125,O0155505,C107364,2025-05-27,1834.0,Defective Product
R013126,O0155532,C107364,2025-12-26,782.2,Defective Product
R013127,O0155550,C107364,2026-05-14,46092.55,Late Delivery
R013128,O0155560,C107365,2024-01-06,23150.05,Changed Mind
R013129,O0155568,C107365,2024-05-06,33047.99,Better Price Found
R013130,O0155569,C107365,2024-05-20,2924.71,Changed Mind
R013131,O0155570,C107365,2024-07-05,30380.32,Late Delivery
R013132,O0155595,C107365,2025-09-01,36551.26,Size Issue
R013133,O0155598,C107365,2025-12-01,5938.73,Not as Described
R013134,O0155611,C107365,2026-05-29,13396.07,Defective Product
R013135,O0155630,C107366,2024-07-30,898.4,Size Issue
R013136,O0155667,C107366,2026-02-26,5590.27,Late Delivery
R013137,O0155677,C107367,2024-06-24,5451.38,Defective Product
R013138,O0155689,C107368,2023-04-30,1266.27,Size Issue
R013139,O0155701,C107368,2024-07-06,4245.64,Size Issue
R013140,O0155704,C107368,2024-12-05,1699.07,Better Price Found
R013141,O0155714,C107368,2026-01-17,87794.04,Better Price Found
R013142,O0155716,C107368,2026-03-24,8968.34,Size Issue
R013143,O0155729,C107372,2023-09-05,19829.26,Late Delivery
R013144,O0155733,C107373,2025-05-30,3018.98,Changed Mind
R013145,O0155738,C107373,2026-04-09,12870.03,Not as Described
R013146,O0155739,C107373,2026-07-23,9328.94,Late Delivery
R013147,O0155750,C107374,2026-05-27,1742.85,Late Delivery
R013148,O0155758,C107376,2024-09-29,11056.6,Not as Described
R013149,O0155769,C107376,2024-12-07,43893.33,Changed Mind
R013150,O0155777,C107376,2025-02-11,9282.87,Better Price Found
R013151,O0155778,C107376,2025-02-16,1512.2,Size Issue
R013152,O0155787,C107376,2025-04-01,35648.47,Not as Described
R013153,O0155794,C107376,2025-05-19,38430.24,Better Price Found
R013154,O0155810,C107376,2025-09-02,2555.8,Changed Mind
R013155,O0155816,C107376,2025-10-20,4547.8,Better Price Found
R013156,O0155843,C107376,2026-06-05,2292.29,Changed Mind
R013157,O0155845,C107376,2026-06-19,9843.56,Not as Described
R013158,O0155867,C107377,2026-04-27,28048.45,Defective Product
R013159,O0155877,C107378,2025-08-17,62352.87,Defective Product
R013160,O0155880,C107378,2025-08-25,14663.35,Better Price Found
R013161,O0155883,C107378,2025-09-30,63504.32,Size Issue
R013162,O0155910,C107378,2026-05-17,2347.87,Better Price Found
R013163,O0155932,C107381,2026-04-08,1345.75,Defective Product
R013164,O0155939,C107383,2024-02-15,3068.89,Late Delivery
R013165,O0155943,C107383,2024-12-27,10116.89,Size Issue
R013166,O0155949,C107383,2025-10-10,4789.41,Changed Mind
R013167,O0155957,C107384,2024-10-26,27627.83,Better Price Found
R013168,O0155983,C107387,2024-08-08,3306.61,Size Issue
R013169,O0155986,C107387,2024-09-28,27112.07,Changed Mind
R013170,O0155991,C107387,2024-11-30,1056.17,Better Price Found
R013171,O0156064,C107389,2026-03-12,1726.36,Late Delivery
R013172,O0156066,C107389,2026-04-28,1789.99,Defective Product
R013173,O0156073,C107389,2026-06-17,2520.13,Better Price Found
R013174,O0156086,C107390,2025-03-16,25170.18,Not as Described
R013175,O0156088,C107390,2025-08-04,25425.3,Size Issue
R013176,O0156145,C107396,2024-10-11,14301.6,Better Price Found
R013177,O0156148,C107396,2024-12-17,592.45,Defective Product
R013178,O0156149,C107396,2025-01-09,818.71,Not as Described
R013179,O0156150,C107396,2025-01-03,6824.32,Defective Product
R013180,O0156157,C107396,2025-05-09,2268.87,Better Price Found
R013181,O0156158,C107396,2025-05-14,5672.81,Late Delivery
R013182,O0156164,C107396,2025-10-26,327.81,Late Delivery
R013183,O0156166,C107396,2025-12-16,75182.63,Not as Described
R013184,O0156173,C107396,2026-03-05,3775.52,Better Price Found
R013185,O0156181,C107396,2026-06-28,4463.86,Defective Product
R013186,O0156191,C107396,2026-08-08,5721.04,Late Delivery
R013187,O0156216,C107400,2023-08-10,4323.56,Better Price Found
R013188,O0156225,C107400,2023-12-05,27669.17,Not as Described
R013189,O0156256,C107400,2024-10-06,4061.93,Size Issue
R013190,O0156281,C107400,2025-04-26,4914.8,Changed Mind
R013191,O0156286,C107400,2025-05-08,6790.08,Defective Product
R013192,O0156288,C107400,2025-05-30,3297.33,Changed Mind
R013193,O0156298,C107400,2025-07-04,877.61,Changed Mind
R013194,O0156311,C107400,2025-11-18,2383.56,Changed Mind
R013195,O0156326,C107400,2026-04-13,12740.01,Size Issue
R013196,O0156364,C107404,2026-05-05,2540.65,Defective Product
R013197,O0156378,C107405,2026-07-22,6573.98,Size Issue
R013198,O0156410,C107411,2024-12-09,3382.49,Size Issue
R013199,O0156414,C107411,2025-04-02,3411.94,Late Delivery
R013200,O0156419,C107411,2026-01-23,1551.96,Not as Described
R013201,O0156424,C107412,2024-07-26,15137.26,Size Issue
R013202,O0156457,C107414,2025-06-15,49326.9,Changed Mind
R013203,O0156470,C107414,2026-01-30,479.23,Size Issue
R013204,O0156479,C107414,2026-04-23,1992.9,Better Price Found
R013205,O0156490,C107414,2026-06-28,13375.51,Better Price Found
R013206,O0156495,C107415,2024-07-12,11283.32,Size Issue
R013207,O0156496,C107415,2024-07-20,1773.4,Not as Described
R013208,O0156497,C107415,2024-09-16,14184.25,Late Delivery
R013209,O0156507,C107415,2026-07-01,1707.21,Late Delivery
R013210,O0156515,C107417,2025-02-12,11393.08,Better Price Found
R013211,O0156535,C107418,2024-11-23,5338.39,Changed Mind
R013212,O0156540,C107419,2023-04-14,6790.58,Better Price Found
R013213,O0156572,C107422,2025-05-01,2435.01,Late Delivery
R013214,O0156577,C107422,2025-08-11,11763.14,Better Price Found
R013215,O0156605,C107422,2026-03-01,8033.19,Not as Described
R013216,O0156612,C107422,2026-04-08,2368.01,Defective Product
R013217,O0156631,C107422,2026-07-21,1778.55,Defective Product
R013218,O0156647,C107425,2025-01-30,1372.17,Size Issue
R013219,O0156664,C107426,2023-11-08,4430.81,Size Issue
R013220,O0156669,C107427,2023-09-05,967.38,Late Delivery
R013221,O0156674,C107427,2025-09-06,1700.62,Changed Mind
R013222,O0156691,C107430,2025-07-30,15512.25,Changed Mind
R013223,O0156697,C107432,2024-04-01,5158.61,Late Delivery
R013224,O0156707,C107433,2024-07-27,9326.25,Size Issue
R013225,O0156711,C107433,2025-09-07,22136.6,Better Price Found
R013226,O0156731,C107435,2025-11-23,1745.03,Defective Product
R013227,O0156739,C107437,2024-05-30,539.29,Changed Mind
R013228,O0156767,C107439,2025-12-14,11546.56,Better Price Found
R013229,O0156772,C107440,2026-05-23,7341.06,Late Delivery
R013230,O0156779,C107442,2024-04-08,13127.85,Defective Product
R013231,O0156810,C107445,2025-05-16,5291.98,Late Delivery
R013232,O0156822,C107445,2026-05-25,5624.25,Changed Mind
R013233,O0156826,C107446,2023-07-24,6076.75,Better Price Found
R013234,O0156843,C107446,2025-04-15,5764.6,Changed Mind
R013235,O0156860,C107446,2026-03-27,21319.41,Size Issue
R013236,O0156862,C107446,2026-05-20,15711.14,Size Issue
R013237,O0156869,C107447,2023-06-23,17510.16,Late Delivery
R013238,O0156872,C107447,2023-12-08,4368.79,Not as Described
R013239,O0156874,C107448,2025-07-25,3036.27,Size Issue
R013240,O0156911,C107449,2023-11-16,7228.24,Changed Mind
R013241,O0156939,C107449,2025-05-04,372.07,Size Issue
R013242,O0156950,C107450,2025-11-27,5111.53,Defective Product
R013243,O0156967,C107452,2026-01-20,2968.92,Better Price Found
R013244,O0156968,C107452,2026-03-03,2049.57,Better Price Found
R013245,O0156992,C107456,2025-01-28,1328.62,Size Issue
R013246,O0157001,C107456,2026-02-12,18016.21,Changed Mind
R013247,O0157008,C107457,2024-08-27,665.3,Late Delivery
R013248,O0157018,C107458,2024-07-06,4005.01,Late Delivery
R013249,O0157024,C107458,2025-06-07,1699.17,Better Price Found
R013250,O0157026,C107458,2025-09-27,6780.82,Late Delivery
R013251,O0157041,C107459,2026-01-27,25484.8,Late Delivery
R013252,O0157045,C107460,2024-08-21,1072.18,Not as Described
R013253,O0157049,C107461,2024-12-21,145.0,Better Price Found
R013254,O0157054,C107461,2025-08-30,709.8,Changed Mind
R013255,O0157057,C107462,2024-01-03,4442.87,Late Delivery
R013256,O0157061,C107462,2025-07-17,6726.79,Size Issue
R013257,O0157066,C107463,2025-03-24,6233.97,Late Delivery
R013258,O0157077,C107463,2025-10-09,9526.34,Size Issue
R013259,O0157080,C107463,2025-12-07,813.5,Late Delivery
R013260,O0157090,C107464,2023-12-25,2444.03,Late Delivery
R013261,O0157096,C107464,2024-07-10,17349.6,Changed Mind
R013262,O0157109,C107464,2026-06-16,21478.01,Better Price Found
R013263,O0157134,C107467,2025-10-14,749.06,Defective Product
R013264,O0157135,C107467,2025-10-21,8760.04,Changed Mind
R013265,O0157143,C107467,2026-04-21,1510.12,Changed Mind
R013266,O0157146,C107467,2026-05-27,12191.23,Better Price Found
R013267,O0157183,C107471,2024-04-17,2240.87,Better Price Found
R013268,O0157189,C107471,2024-08-03,3192.22,Better Price Found
R013269,O0157223,C107471,2026-01-01,4594.43,Changed Mind
R013270,O0157226,C107471,2026-02-08,343.67,Not as Described
R013271,O0157227,C107471,2026-02-15,2141.59,Size Issue
R013272,O0157234,C107471,2026-06-12,13146.03,Size Issue
R013273,O0157248,C107472,2025-12-12,2817.45,Late Delivery
R013274,O0157255,C107472,2026-02-16,1433.61,Defective Product
R013275,O0157283,C107474,2026-05-24,2878.85,Late Delivery
R013276,O0157312,C107476,2024-12-26,1824.73,Better Price Found
R013277,O0157313,C107476,2025-01-09,4076.16,Defective Product
R013278,O0157316,C107476,2025-02-12,31664.09,Size Issue
R013279,O0157323,C107476,2025-06-27,11059.64,Not as Described
R013280,O0157330,C107476,2025-09-09,4782.82,Size Issue
R013281,O0157387,C107477,2024-08-31,3920.96,Late Delivery
R013282,O0157389,C107477,2025-01-19,1333.54,Changed Mind
R013283,O0157392,C107477,2025-03-16,824.57,Defective Product
R013284,O0157405,C107480,2025-08-27,2662.25,Late Delivery
R013285,O0157415,C107481,2023-10-07,1332.23,Not as Described
R013286,O0157445,C107481,2026-01-13,116878.61,Defective Product
R013287,O0157447,C107481,2026-06-23,58575.24,Better Price Found
R013288,O0157449,C107481,2026-08-01,11311.28,Size Issue
R013289,O0157475,C107484,2023-09-15,10572.27,Changed Mind
R013290,O0157482,C107484,2023-12-20,25531.51,Better Price Found
R013291,O0157505,C107484,2024-09-16,176.93,Defective Product
R013292,O0157542,C107484,2025-11-01,2990.98,Not as Described
R013293,O0157544,C107484,2025-11-14,708.34,Late Delivery
R013294,O0157554,C107484,2025-12-31,8365.68,Better Price Found
R013295,O0157560,C107484,2026-03-17,69667.44,Better Price Found
R013296,O0157586,C107485,2025-11-22,30923.74,Changed Mind
R013297,O0157593,C107485,2026-04-19,128.47,Changed Mind
R013298,O0157596,C107486,2025-02-09,24150.68,Better Price Found
R013299,O0157598,C107486,2025-03-24,13782.6,Late Delivery
R013300,O0157633,C107488,2025-12-06,32807.16,Changed Mind
R013301,O0157655,C107489,2025-06-27,8827.57,Size Issue
R013302,O0157656,C107489,2025-07-10,3315.32,Defective Product
R013303,O0157667,C107489,2025-09-13,10641.17,Size Issue
R013304,O0157672,C107489,2025-10-22,770.05,Defective Product
R013305,O0157675,C107489,2025-11-10,12895.28,Better Price Found
R013306,O0157686,C107489,2026-03-02,6564.21,Late Delivery
R013307,O0157688,C107489,2026-03-04,2388.6,Size Issue
R013308,O0157690,C107489,2026-03-20,5120.62,Late Delivery
R013309,O0157705,C107490,2024-06-12,328.99,Better Price Found
R013310,O0157736,C107492,2025-12-01,3995.51,Better Price Found
R013311,O0157739,C107492,2026-01-26,7387.58,Changed Mind
R013312,O0157742,C107492,2026-02-25,17166.24,Size Issue
R013313,O0157755,C107493,2026-01-06,80335.13,Size Issue
R013314,O0157763,C107494,2026-03-03,51359.85,Size Issue
R013315,O0157771,C107494,2026-08-07,2350.23,Defective Product
R013316,O0157796,C107496,2025-08-25,32889.72,Not as Described
R013317,O0157813,C107496,2025-12-26,1649.32,Defective Product
R013318,O0157832,C107496,2026-04-22,11347.15,Better Price Found
R013319,O0157853,C107497,2024-11-25,33515.59,Not as Described
R013320,O0157855,C107497,2025-01-20,251.67,Defective Product
R013321,O0157862,C107497,2025-04-05,3628.51,Defective Product
R013322,O0157867,C107497,2025-05-14,9427.6,Defective Product
R013323,O0157896,C107497,2025-11-23,740.11,Size Issue
R013324,O0157904,C107497,2026-01-15,27759.04,Defective Product
R013325,O0157906,C107497,2026-01-26,49612.75,Size Issue
R013326,O0157908,C107497,2026-03-01,22930.54,Better Price Found
R013327,O0157947,C107502,2026-04-20,13506.91,Changed Mind
R013328,O0157969,C107505,2026-05-21,65361.91,Defective Product
R013329,O0157972,C107505,2026-06-19,1588.72,Not as Described
R013330,O0157978,C107506,2026-07-30,5099.99,Not as Described
R013331,O0158026,C107509,2026-01-25,1920.85,Better Price Found
R013332,O0158034,C107509,2026-03-22,16420.31,Changed Mind
R013333,O0158037,C107509,2026-04-07,3119.91,Defective Product
R013334,O0158042,C107509,2026-05-18,18813.27,Not as Described
R013335,O0158055,C107510,2025-07-01,14974.46,Defective Product
R013336,O0158089,C107513,2026-07-04,1326.72,Size Issue
R013337,O0158098,C107514,2025-09-28,355.15,Defective Product
R013338,O0158102,C107516,2024-06-22,2213.02,Not as Described
R013339,O0158103,C107516,2024-06-13,652.33,Late Delivery
R013340,O0158133,C107516,2025-07-06,3521.64,Late Delivery
R013341,O0158162,C107516,2026-04-06,1886.53,Not as Described
R013342,O0158163,C107516,2026-04-07,955.26,Changed Mind
R013343,O0158166,C107516,2026-05-11,2593.0,Better Price Found
R013344,O0158181,C107517,2024-08-02,261.37,Not as Described
R013345,O0158200,C107517,2025-03-31,33387.48,Better Price Found
R013346,O0158203,C107517,2025-04-22,4909.61,Defective Product
R013347,O0158207,C107517,2025-07-15,2100.29,Changed Mind
R013348,O0158209,C107517,2025-07-24,2285.26,Better Price Found
R013349,O0158213,C107517,2025-09-11,12374.16,Not as Described
R013350,O0158215,C107517,2025-10-04,11815.78,Changed Mind
R013351,O0158220,C107517,2025-11-26,3591.48,Better Price Found
R013352,O0158231,C107517,2026-02-15,8444.07,Late Delivery
R013353,O0158235,C107517,2026-03-23,9584.57,Better Price Found
R013354,O0158242,C107517,2026-05-26,14196.2,Size Issue
R013355,O0158256,C107518,2025-10-30,43341.81,Better Price Found
R013356,O0158264,C107520,2025-10-21,7975.94,Size Issue
R013357,O0158290,C107521,2023-08-27,2571.17,Late Delivery
R013358,O0158297,C107521,2023-12-28,43890.94,Not as Described
R013359,O0158311,C107521,2025-08-22,11139.37,Late Delivery
R013360,O0158326,C107522,2025-12-10,5501.33,Not as Described
R013361,O0158336,C107523,2025-03-09,4954.52,Better Price Found
R013362,O0158338,C107523,2025-03-21,4025.5,Size Issue
R013363,O0158341,C107523,2025-04-26,539.33,Defective Product
R013364,O0158364,C107523,2026-01-05,12902.69,Better Price Found
R013365,O0158369,C107523,2026-02-10,26731.73,Changed Mind
R013366,O0158375,C107523,2026-03-22,537.88,Changed Mind
R013367,O0158377,C107523,2026-04-06,2437.06,Changed Mind
R013368,O0158379,C107523,2026-05-21,3596.8,Not as Described
R013369,O0158380,C107523,2026-05-26,43780.82,Changed Mind
R013370,O0158393,C107525,2024-10-17,19473.23,Better Price Found
R013371,O0158403,C107525,2025-06-24,5108.85,Defective Product
R013372,O0158414,C107526,2025-04-24,14229.3,Better Price Found
R013373,O0158426,C107526,2025-08-29,1621.49,Late Delivery
R013374,O0158446,C107526,2026-05-09,27721.49,Late Delivery
R013375,O0158452,C107526,2026-08-01,6569.11,Changed Mind
R013376,O0158458,C107527,2026-06-16,550.32,Not as Described
R013377,O0158467,C107531,2025-09-07,27493.7,Size Issue
R013378,O0158486,C107534,2023-03-12,25032.81,Late Delivery
R013379,O0158488,C107534,2023-05-16,4590.67,Defective Product
R013380,O0158504,C107535,2024-08-18,4122.8,Changed Mind
R013381,O0158510,C107535,2025-08-12,7266.25,Changed Mind
R013382,O0158512,C107535,2025-10-03,21663.67,Changed Mind
R013383,O0158528,C107536,2026-03-23,2273.25,Size Issue
R013384,O0158555,C107541,2023-04-04,30867.64,Changed Mind
R013385,O0158567,C107542,2024-04-24,6449.14,Defective Product
R013386,O0158568,C107542,2024-06-24,10767.37,Changed Mind
R013387,O0158587,C107544,2023-10-11,8344.88,Changed Mind
R013388,O0158603,C107546,2025-09-20,5695.3,Better Price Found
R013389,O0158611,C107547,2025-07-25,5695.19,Better Price Found
R013390,O0158621,C107547,2025-10-25,1719.02,Defective Product
R013391,O0158628,C107547,2025-12-19,2342.06,Not as Described
R013392,O0158641,C107547,2026-05-04,10972.14,Changed Mind
R013393,O0158655,C107548,2024-01-15,8628.66,Late Delivery
R013394,O0158657,C107548,2024-06-22,1586.69,Defective Product
R013395,O0158672,C107549,2026-03-03,11085.39,Late Delivery
R013396,O0158683,C107550,2025-10-07,9254.22,Better Price Found
R013397,O0158692,C107552,2023-12-03,2201.89,Size Issue
R013398,O0158702,C107552,2024-08-15,2436.4,Late Delivery
R013399,O0158722,C107554,2025-11-29,4056.11,Size Issue
R013400,O0158740,C107555,2023-07-15,4612.03,Defective Product
R013401,O0158750,C107556,2025-02-08,713.57,Late Delivery
R013402,O0158751,C107556,2025-02-26,1638.57,Late Delivery
R013403,O0158757,C107557,2024-08-12,772.71,Changed Mind
R013404,O0158766,C107557,2024-12-24,1062.33,Better Price Found
R013405,O0158806,C107557,2026-03-29,36559.55,Better Price Found
R013406,O0158849,C107559,2025-03-28,45772.76,Changed Mind
R013407,O0158855,C107559,2025-06-19,1047.0,Defective Product
R013408,O0158867,C107559,2025-11-21,228.08,Better Price Found
R013409,O0158919,C107560,2026-01-27,1136.3,Better Price Found
R013410,O0158959,C107561,2026-04-05,66895.92,Defective Product
R013411,O0158971,C107562,2023-08-08,6030.4,Better Price Found
R013412,O0158987,C107562,2024-08-09,12647.97,Not as Described
R013413,O0158990,C107562,2024-12-20,4182.43,Better Price Found
R013414,O0158999,C107562,2025-11-21,1082.26,Size Issue
R013415,O0159001,C107562,2026-03-08,3388.84,Not as Described
R013416,O0159006,C107563,2023-06-05,4238.48,Size Issue
R013417,O0159010,C107564,2023-07-04,50157.25,Better Price Found
R013418,O0159023,C107564,2024-05-03,4308.88,Better Price Found
R013419,O0159028,C107564,2024-10-20,2625.58,Better Price Found
R013420,O0159043,C107565,2025-12-15,3130.0,Size Issue
R013421,O0159050,C107566,2026-04-15,5353.36,Better Price Found
R013422,O0159104,C107571,2024-06-12,4194.05,Defective Product
R013423,O0159117,C107574,2024-03-27,64031.35,Changed Mind
R013424,O0159123,C107574,2024-09-01,49685.54,Late Delivery
R013425,O0159128,C107574,2025-01-24,6249.29,Late Delivery
R013426,O0159132,C107574,2025-06-07,2291.26,Not as Described
R013427,O0159146,C107576,2025-08-31,19423.58,Better Price Found
R013428,O0159180,C107579,2026-02-11,4163.01,Size Issue
R013429,O0159189,C107580,2023-10-25,28681.57,Better Price Found
R013430,O0159190,C107580,2023-10-31,2219.68,Defective Product
R013431,O0159192,C107580,2023-11-10,2927.49,Changed Mind
R013432,O0159196,C107580,2024-02-10,1961.15,Late Delivery
R013433,O0159197,C107580,2024-03-15,971.19,Late Delivery
R013434,O0159227,C107581,2023-09-25,4569.6,Not as Described
R013435,O0159235,C107581,2024-05-14,14921.98,Defective Product
R013436,O0159239,C107581,2024-05-30,2514.72,Not as Described
R013437,O0159289,C107581,2025-11-04,3263.42,Size Issue
R013438,O0159310,C107581,2026-06-10,2220.78,Not as Described
R013439,O0159318,C107582,2024-06-27,2172.82,Not as Described
R013440,O0159329,C107582,2024-10-25,5951.09,Better Price Found
R013441,O0159335,C107582,2025-01-27,22817.46,Defective Product
R013442,O0159346,C107582,2025-05-26,23301.74,Size Issue
R013443,O0159359,C107582,2025-10-25,10310.11,Better Price Found
R013444,O0159361,C107582,2025-11-14,17984.35,Not as Described
R013445,O0159376,C107582,2026-03-12,454.58,Not as Described
R013446,O0159382,C107582,2026-04-16,49258.35,Size Issue
R013447,O0159427,C107585,2023-08-01,55469.31,Defective Product
R013448,O0159431,C107585,2024-01-05,6481.66,Defective Product
R013449,O0159434,C107585,2024-10-14,1826.79,Changed Mind
R013450,O0159440,C107586,2025-07-01,10366.57,Not as Described
R013451,O0159448,C107586,2026-05-10,9803.89,Better Price Found
R013452,O0159449,C107586,2026-05-30,2518.36,Late Delivery
R013453,O0159453,C107587,2024-08-21,3396.77,Not as Described
R013454,O0159462,C107587,2024-11-14,4698.87,Not as Described
R013455,O0159463,C107587,2024-12-03,1243.9,Late Delivery
R013456,O0159466,C107587,2025-01-10,15670.38,Defective Product
