customer_id,region,acquisition_channel,churn_probability,risk_category,expected_clv_12m,clv_category,segment_name,revenue_at_risk
C106774,North,Social Media,0.072421744,Low,175666.68,High,Mid-Value Occasional Shoppers,12722.08732828992
C106775,West,Organic Search,0.92691934,High,4177.79,Low,Low-Engagement / Dormant,3872.4743494586
C106776,East,Organic Search,0.00073944824,Low,606362.8,Very High,High-Value Loyalists,448.373905261472
C106777,South,Organic Search,0.5885906,Medium,20821.05,Medium,Mid-Value Occasional Shoppers,12255.074312129998
C106778,East,Organic Search,0.9341739,High,2517.95,Low,Low-Engagement / Dormant,2352.203171505
C106779,West,Social Media,0.66359675,High,12406.73,Medium,Mid-Value Occasional Shoppers,8233.0657061275
C106780,North,Paid Ads,0.0025655094,Low,896464.93,Very High,High-Value Loyalists,2299.889204685342
C106781,South,Email Marketing,0.4275895,Medium,61583.96,High,Mid-Value Occasional Shoppers,26332.65466442
C106782,West,Organic Search,0.56536394,Medium,22768.78,Medium,Mid-Value Occasional Shoppers,12872.6471697932
C106783,East,Paid Ads,0.89935726,High,5603.82,Low,Mid-Value Occasional Shoppers,5039.8362007332
C106784,South,Paid Ads,0.7112053,High,17364.41,Medium,Mid-Value Occasional Shoppers,12349.660423373
C106785,North,Organic Search,0.00064628274,Low,534640.81,Very High,High-Value Loyalists,345.5291276026194
C106786,Central,Organic Search,0.97749054,High,1715.07,Low,Low-Engagement / Dormant,1676.4647004378
C106787,South,Organic Search,0.08465366,Low,172230.51,High,Mid-Value Occasional Shoppers,14579.9430351666
C106788,Central,Organic Search,0.9846028,High,289.82,Low,Low-Engagement / Dormant,285.357583496
C106789,West,Paid Ads,0.23922528,Low,26027.15,Medium,Mid-Value Occasional Shoppers,6226.352246352
C106790,Central,Organic Search,0.856466,High,2902.74,Low,Mid-Value Occasional Shoppers,2486.09811684
C106792,East,Paid Ads,0.0028958085,Low,227281.14,Very High,Mid-Value Occasional Shoppers,658.16265710169
C106793,South,Paid Ads,0.0010627427,Low,911834.57,Very High,High-Value Loyalists,969.045532875139
C106794,South,Organic Search,0.21807265,Low,51432.07,High,Mid-Value Occasional Shoppers,11215.9277998855
C106795,South,Paid Ads,0.96316326,High,1285.23,Low,Low-Engagement / Dormant,1237.8863166498
C106796,South,Paid Ads,0.0006369502,Low,772932.66,Very High,High-Value Loyalists,492.319612373532
C106797,South,Direct,0.5536738,Medium,36754.6,Medium,Mid-Value Occasional Shoppers,20350.05904948
C106798,East,Organic Search,0.6070849,High,7778.21,Low,Mid-Value Occasional Shoppers,4722.033840029
C106799,South,Organic Search,0.6501083,High,9714.96,Medium,Mid-Value Occasional Shoppers,6315.776130167999
C106800,South,Email Marketing,0.95095575,High,374.46,Low,Low-Engagement / Dormant,356.094890145
C106801,South,Organic Search,0.44473305,Medium,30909.34,Medium,Low-Engagement / Dormant,13746.405051687
C106802,West,Organic Search,0.597451,Medium,24040.92,Medium,Mid-Value Occasional Shoppers,14363.271694919998
C106803,North,Email Marketing,0.23687254,Low,61870.27,High,Mid-Value Occasional Shoppers,14655.3680053858
C106804,West,Social Media,0.0041967803,Low,517236.81,Very High,High-Value Loyalists,2170.729254642843
C106805,South,Social Media,0.8790085,High,12471.45,Medium,Mid-Value Occasional Shoppers,10962.510557325
C106806,East,Organic Search,0.01604099,Low,225828.15,Very High,High-Value Loyalists,3622.5070958685
C106807,West,Organic Search,0.6150973,High,14702.19,Medium,Mid-Value Occasional Shoppers,9043.277373087
C106808,East,Organic Search,0.26093385,Low,54612.19,High,Mid-Value Occasional Shoppers,14250.168993631502
C106809,East,Referral,0.095509395,Low,139169.92,High,Mid-Value Occasional Shoppers,13292.0348613984
C106810,Central,Paid Ads,0.5746649,Medium,14518.17,Medium,Mid-Value Occasional Shoppers,8343.082711233
C106811,North,Social Media,0.42483327,Medium,47842.75,High,Low-Engagement / Dormant,20325.1919282925
C106812,South,Direct,0.47073507,Medium,31312.38,Medium,Mid-Value Occasional Shoppers,14739.8353911666
C106814,West,Organic Search,0.072988994,Low,198590.16,High,Mid-Value Occasional Shoppers,14494.89599669904
C106815,East,Social Media,0.8880348,High,3789.46,Low,Low-Engagement / Dormant,3365.172353208
C106816,North,Referral,0.6440683,High,27672.45,Medium,Mid-Value Occasional Shoppers,17822.947828335
C106817,South,Referral,0.01858445,Low,178434.51,High,Mid-Value Occasional Shoppers,3316.1072293695
C106818,Central,Direct,0.73334605,High,11658.07,Medium,Mid-Value Occasional Shoppers,8549.3995851235
C106819,West,Referral,0.3018694,Medium,36491.52,Medium,Mid-Value Occasional Shoppers,11015.673247488
C106820,South,Referral,0.002291858,Low,690428.48,Very High,High-Value Loyalists,1582.3640353158398
C106821,North,Organic Search,0.13161443,Low,185663.55,High,Mid-Value Occasional Shoppers,24436.0023050265
C106822,West,Social Media,0.8580883,High,4472.02,Low,Mid-Value Occasional Shoppers,3837.3880393660006
C106823,East,Social Media,0.8341831,High,15296.74,Medium,Mid-Value Occasional Shoppers,12760.281993094
C106824,Central,Referral,0.0060780556,Low,578106.9,Very High,Mid-Value Occasional Shoppers,3513.76588094364
C106825,South,Social Media,0.63679636,High,16493.3,Medium,Mid-Value Occasional Shoppers,10502.873404388
C106826,South,Paid Ads,0.0015849295,Low,489108.23,Very High,Mid-Value Occasional Shoppers,775.202062419785
C106827,South,Paid Ads,0.52700126,Medium,42016.18,Medium,Mid-Value Occasional Shoppers,22142.5798003868
C106828,East,Direct,0.10056726,Low,318021.52,Very High,High-Value Loyalists,31982.5528874352
C106830,North,Referral,0.0997147,Low,135761.85,High,Mid-Value Occasional Shoppers,13537.452144195002
C106831,South,Social Media,0.12034217,Low,193369.07,High,Mid-Value Occasional Shoppers,23270.4534946819
C106832,North,Paid Ads,0.23690647,Low,51025.43,High,Mid-Value Occasional Shoppers,12088.2545015321
C106833,West,Paid Ads,0.43970585,Medium,13891.18,Medium,Mid-Value Occasional Shoppers,6108.033109403001
C106834,North,Social Media,0.6945474,High,19555.21,Medium,Mid-Value Occasional Shoppers,13582.020261954
C106835,South,Referral,0.10273339,Low,142243.99,High,Mid-Value Occasional Shoppers,14613.207299826096
C106836,West,Organic Search,0.0017879725,Low,554563.7,Very High,High-Value Loyalists,991.54464509825
C106837,North,Email Marketing,0.9328207,High,686.31,Low,Low-Engagement / Dormant,640.2041746169999
C106838,East,Referral,0.0005225694,Low,530267.14,Very High,High-Value Loyalists,277.101381189516
C106839,West,Paid Ads,0.007376823,Low,161370.51,High,Mid-Value Occasional Shoppers,1190.40168968973
C106840,East,Organic Search,0.008564584,Low,164464.54,High,Mid-Value Occasional Shoppers,1408.57036785136
C106841,East,Organic Search,0.19107127,Low,82888.88,High,Low-Engagement / Dormant,15837.6835704776
C106842,West,Organic Search,0.7874455,High,4994.54,Low,Mid-Value Occasional Shoppers,3932.92804757
C106844,West,Organic Search,0.007109059,Low,247645.61,Very High,Mid-Value Occasional Shoppers,1760.52725258099
C106845,South,Direct,0.91742736,High,3596.5,Low,Low-Engagement / Dormant,3299.52750024
C106846,East,Social Media,0.089864075,Low,275654.6,Very High,Mid-Value Occasional Shoppers,24771.445648495
C106847,East,Email Marketing,0.026948879,Low,515933.23,Very High,High-Value Loyalists,13903.82218734917
C106848,South,Social Media,0.9246111,High,2194.69,Low,Low-Engagement / Dormant,2029.234735059
C106849,South,Social Media,0.62817186,High,23224.77,Medium,Mid-Value Occasional Shoppers,14589.146968972202
C106850,West,Email Marketing,0.011196345,Low,608500.69,Very High,High-Value Loyalists,6812.983657978049
C106851,South,Organic Search,0.6917207,High,10774.66,Medium,Mid-Value Occasional Shoppers,7453.055357462
C106852,Central,Referral,0.091840945,Low,102368.25,High,Mid-Value Occasional Shoppers,9401.59681799625
C106853,Central,Email Marketing,0.002098159,Low,551770.66,Very High,High-Value Loyalists,1157.70257621494
C106854,South,Direct,0.9543548,High,1342.53,Low,Low-Engagement / Dormant,1281.2499496439998
C106855,North,Paid Ads,0.00094229233,Low,635666.53,Very High,High-Value Loyalists,598.983695656715
C106856,Central,Email Marketing,0.672296,High,33103.67,Medium,Low-Engagement / Dormant,22255.46492632
C106857,North,Social Media,0.13777557,Low,198974.66,High,High-Value Loyalists,27413.8471970562
C106858,West,Organic Search,0.001468826,Low,835892.31,Very High,High-Value Loyalists,1227.78035812806
C106859,North,Organic Search,0.8014353,High,14974.44,Medium,Mid-Value Occasional Shoppers,12001.044813732
C106860,North,Paid Ads,0.00067166175,Low,804521.9,Very High,High-Value Loyalists,540.366587267325
C106861,South,Organic Search,0.58996814,Medium,8637.79,Low,Mid-Value Occasional Shoppers,5096.020900010601
C106862,South,Organic Search,0.7229604,High,14783.57,Medium,Mid-Value Occasional Shoppers,10687.935680628
C106863,Central,Organic Search,0.1846428,Low,67981.36,High,Mid-Value Occasional Shoppers,12552.268658208
C106864,North,Email Marketing,0.1618128,Low,104208.13,High,Mid-Value Occasional Shoppers,16862.209298064
C106865,North,Email Marketing,0.19120856,Low,124992.02,High,Mid-Value Occasional Shoppers,23899.5441556912
C106866,West,Email Marketing,0.6528197,High,21055.65,Medium,Mid-Value Occasional Shoppers,13745.543116305002
C106867,Central,Social Media,0.038329504,Low,332983.76,Very High,Mid-Value Occasional Shoppers,12763.10236085504
C106868,South,Direct,0.50627774,Medium,57446.48,High,Mid-Value Occasional Shoppers,29083.874065355205
C106869,West,Paid Ads,0.00090279843,Low,523830.23,Very High,High-Value Loyalists,472.9131092305389
C106870,North,Paid Ads,0.96364206,High,670.8,Low,Low-Engagement / Dormant,646.411093848
C106871,West,Paid Ads,0.974463,High,4082.2,Low,Mid-Value Occasional Shoppers,3977.9528586
C106872,West,Organic Search,0.6676341,High,13856.41,Medium,Mid-Value Occasional Shoppers,9251.011819581
C106873,Central,Social Media,0.7863469,High,21626.6,Medium,Mid-Value Occasional Shoppers,17006.009867539997
C106874,East,Paid Ads,0.99243623,High,287.05,Low,Low-Engagement / Dormant,284.87881982150003
C106875,Central,Direct,0.9666059,High,654.77,Low,Low-Engagement / Dormant,632.904545143
C106876,South,Organic Search,0.7020208,High,15720.57,Medium,Mid-Value Occasional Shoppers,11036.167127856
C106877,West,Organic Search,0.9537513,High,1513.19,Low,Low-Engagement / Dormant,1443.206929647
C106878,West,Paid Ads,0.5406615,Medium,35977.58,Medium,Low-Engagement / Dormant,19451.692369170003
C106879,South,Organic Search,0.0019559956,Low,495728.71,Very High,High-Value Loyalists,969.643175553676
C106880,Central,Direct,0.0011170385,Low,574321.87,Very High,High-Value Loyalists,641.5396401819951
C106881,West,Social Media,0.7770551,High,37741.05,Medium,Mid-Value Occasional Shoppers,29326.875381855003
C106882,Central,Paid Ads,0.7798425,High,8885.1,Low,Mid-Value Occasional Shoppers,6928.97859675
C106883,South,Social Media,0.69093305,High,26626.75,Medium,Mid-Value Occasional Shoppers,18397.301589087503
C106884,West,Paid Ads,0.5675301,Medium,69672.9,High,Mid-Value Occasional Shoppers,39541.46790429
C106885,South,Organic Search,0.025282566,Low,347254.92,Very High,Mid-Value Occasional Shoppers,8779.49543372472
C106886,Central,Paid Ads,0.00055370486,Low,717995.34,Very High,High-Value Loyalists,397.5575092153524
C106887,North,Paid Ads,0.11605696,Low,74115.04,High,Low-Engagement / Dormant,8601.566232678399
C106888,East,Social Media,0.7356868,High,11146.77,Medium,Mid-Value Occasional Shoppers,8200.531551636
C106889,North,Email Marketing,0.1997275,Low,211381.11,High,Mid-Value Occasional Shoppers,42218.620647525
C106890,West,Organic Search,0.30810165,Medium,85694.44,High,Low-Engagement / Dormant,26402.598359826003
C106891,South,Social Media,0.012967786,Low,202040.07,High,Mid-Value Occasional Shoppers,2620.01239118502
C106892,Central,Referral,0.22739232,Low,53087.75,High,Mid-Value Occasional Shoppers,12071.74663608
C106893,Central,Paid Ads,0.00090798386,Low,686207.0,Very High,High-Value Loyalists,623.0648806190201
C106894,South,Paid Ads,0.62915707,High,20849.85,Medium,Low-Engagement / Dormant,13117.830535939498
C106895,West,Paid Ads,0.30929536,Medium,47233.82,High,Mid-Value Occasional Shoppers,14609.2013610752
C106896,West,Paid Ads,0.0007940601,Low,741785.49,Very High,High-Value Loyalists,589.022260367949
C106897,South,Paid Ads,0.9896685,High,305.87,Low,Low-Engagement / Dormant,302.709904095
C106898,South,Paid Ads,0.47759226,Medium,28877.75,Medium,Mid-Value Occasional Shoppers,13791.789886215
C106899,North,Paid Ads,0.0010362042,Low,540815.82,Very High,High-Value Loyalists,560.395624110444
C106900,North,Referral,0.002863977,Low,576056.79,Very High,High-Value Loyalists,1649.8133972538303
C106901,East,Paid Ads,0.16270562,Low,113101.88,High,Mid-Value Occasional Shoppers,18402.3115085656
C106903,South,Organic Search,0.44610193,Medium,20002.93,Medium,Mid-Value Occasional Shoppers,8923.3456786549
C106904,Central,Paid Ads,0.11686213,Low,99942.39,High,Mid-Value Occasional Shoppers,11679.4805726907
C106905,North,Social Media,0.6252425,High,32488.45,Medium,Mid-Value Occasional Shoppers,20313.159699125
C106906,Central,Social Media,0.9628218,High,1990.69,Low,Low-Engagement / Dormant,1916.679729042
C106907,West,Direct,0.41460556,Medium,41264.34,Medium,Mid-Value Occasional Shoppers,17108.4247937304
C106908,West,Paid Ads,0.012305816,Low,355491.14,Very High,Mid-Value Occasional Shoppers,4374.6085584702405
C106909,East,Paid Ads,0.37958127,Medium,79868.38,High,Mid-Value Occasional Shoppers,30316.541113242605
C106910,North,Social Media,0.8324102,High,17985.16,Medium,Mid-Value Occasional Shoppers,14971.030632632
C106911,Central,Social Media,0.90585387,High,14963.92,Medium,Mid-Value Occasional Shoppers,13555.1248423704
C106912,West,Referral,0.793232,High,15387.47,Medium,Mid-Value Occasional Shoppers,12205.83360304
C106913,West,Referral,0.006211457,Low,254620.62,Very High,Mid-Value Occasional Shoppers,1581.56503244334
C106914,North,Organic Search,0.93950164,High,684.38,Low,Low-Engagement / Dormant,642.9761323832
C106915,East,Referral,0.8575473,High,4201.77,Low,Mid-Value Occasional Shoppers,3603.216518721
C106916,South,Referral,0.41932726,Medium,30293.86,Medium,Mid-Value Occasional Shoppers,12703.0413086236
C106917,East,Social Media,0.9873072,High,595.26,Low,Low-Engagement / Dormant,587.704483872
C106918,West,Paid Ads,0.0904042,Low,260840.68,Very High,Mid-Value Occasional Shoppers,23581.093002856
C106919,North,Email Marketing,0.2595954,Low,59557.36,High,Mid-Value Occasional Shoppers,15460.816692144
C106920,North,Referral,0.31927752,Medium,36007.94,Medium,Mid-Value Occasional Shoppers,11496.5257835088
C106921,North,Organic Search,0.53465575,Medium,16826.41,Medium,Mid-Value Occasional Shoppers,8996.3368583575
C106922,North,Paid Ads,0.07870769,Low,177528.82,High,Mid-Value Occasional Shoppers,13972.8833306258
C106923,South,Referral,0.19527206,Low,173953.52,High,Mid-Value Occasional Shoppers,33968.2621946512
C106924,North,Email Marketing,0.0013873113,Low,494547.53,Very High,High-Value Loyalists,686.091376756089
C106925,South,Paid Ads,0.87512666,High,4588.47,Low,Mid-Value Occasional Shoppers,4015.4924256102
C106926,West,Email Marketing,0.24404626,Low,160788.61,High,Mid-Value Occasional Shoppers,39239.8589210986
C106927,West,Paid Ads,0.12085707,Low,88566.36,High,Low-Engagement / Dormant,10703.8707701652
C106928,South,Paid Ads,0.018539444,Low,160888.79,High,Mid-Value Occasional Shoppers,2982.78871243276
C106929,North,Referral,0.8564821,High,16370.25,Medium,Mid-Value Occasional Shoppers,14020.826097525
C106930,West,Organic Search,0.0031394558,Low,360193.74,Very High,Mid-Value Occasional Shoppers,1130.812326166692
C106931,South,Organic Search,0.0009233913,Low,634298.22,Very High,High-Value Loyalists,585.705457953486
C106932,South,Referral,0.0020374176,Low,406746.35,Very High,High-Value Loyalists,828.7121722257599
C106933,East,Organic Search,0.6581109,High,9717.39,Medium,Mid-Value Occasional Shoppers,6395.120278551
C106934,Central,Organic Search,0.7749341,High,21210.22,Medium,Mid-Value Occasional Shoppers,16436.522746502
C106935,South,Organic Search,0.00038267078,Low,590567.26,Very High,High-Value Loyalists,225.9928340266628
C106936,Central,Organic Search,0.8990296,High,1982.18,Low,Low-Engagement / Dormant,1782.038492528
C106937,South,Organic Search,0.93972874,High,992.79,Low,Low-Engagement / Dormant,932.9532957846
C106938,North,Paid Ads,0.24211979,Low,81850.13,High,Mid-Value Occasional Shoppers,19817.5362870727
C106939,North,Direct,0.82007354,High,12068.88,Medium,Mid-Value Occasional Shoppers,9897.3691454352
C106940,West,Social Media,0.0011210168,Low,891875.56,Very High,High-Value Loyalists,999.807486269408
C106941,East,Referral,0.9310124,High,2153.0,Low,Mid-Value Occasional Shoppers,2004.4696972
C106942,East,Organic Search,0.30400246,Medium,51510.32,High,Mid-Value Occasional Shoppers,15659.2639953872
C106943,Central,Organic Search,0.91363645,High,3796.37,Low,Low-Engagement / Dormant,3468.5020096865
C106945,North,Social Media,0.0006202698,Low,561402.0,Very High,High-Value Loyalists,348.2207062596
C106946,West,Email Marketing,0.30129662,Medium,54476.55,High,Mid-Value Occasional Shoppers,16413.600384261
C106947,North,Paid Ads,0.2748738,Low,57418.35,High,Mid-Value Occasional Shoppers,15782.80005423
C106948,East,Social Media,0.29453087,Low,185562.48,High,Mid-Value Occasional Shoppers,54653.8786737576
C106949,Central,Social Media,0.6394837,High,24859.96,Medium,Mid-Value Occasional Shoppers,15897.539202651998
C106950,East,Organic Search,0.9906125,High,369.73,Low,Low-Engagement / Dormant,366.259159625
C106951,South,Email Marketing,0.199999,Low,130237.08,High,Mid-Value Occasional Shoppers,26047.28576292
C106952,East,Paid Ads,0.21592899,Low,104864.92,High,Mid-Value Occasional Shoppers,22643.3762620308
C106953,North,Paid Ads,0.7318159,High,6724.43,Low,Mid-Value Occasional Shoppers,4921.044792437
C106954,South,Organic Search,0.56750643,Medium,45400.16,Medium,Mid-Value Occasional Shoppers,25764.8827230288
C106955,East,Social Media,0.09968561,Low,111880.3,High,Mid-Value Occasional Shoppers,11152.855952483
C106956,South,Referral,0.8952134,High,2589.7,Low,Low-Engagement / Dormant,2318.33414198
C106957,North,Paid Ads,0.658733,High,25861.2,Medium,Mid-Value Occasional Shoppers,17035.6258596
C106958,East,Direct,0.37720644,Medium,47837.72,High,Mid-Value Occasional Shoppers,18044.6960589168
C106960,South,Email Marketing,0.076598905,Low,245395.13,Very High,Mid-Value Occasional Shoppers,18796.99825033265
C106961,Central,Referral,0.07448206,Low,210519.57,High,Mid-Value Occasional Shoppers,15679.9312439142
C106962,North,Direct,0.7849309,High,9982.33,Medium,Mid-Value Occasional Shoppers,7835.439270997
C106963,North,Referral,0.49852356,Medium,31462.38,Medium,Mid-Value Occasional Shoppers,15684.7376836728
C106964,Central,Paid Ads,0.12556274,Low,124524.93,High,Mid-Value Occasional Shoppers,15635.6914091082
C106965,North,Paid Ads,0.019887283,Low,215161.76,High,Mid-Value Occasional Shoppers,4278.98281189808
C106966,Central,Email Marketing,0.6468476,High,10336.55,Medium,Mid-Value Occasional Shoppers,6686.17255978
C106967,West,Email Marketing,0.8882573,High,9901.87,Medium,Mid-Value Occasional Shoppers,8795.408311151
C106968,East,Social Media,0.8323255,High,10704.54,Medium,Mid-Value Occasional Shoppers,8909.661607770002
C106969,South,Referral,0.0015847627,Low,553144.26,Very High,High-Value Loyalists,876.602390967102
C106970,South,Paid Ads,0.00052788376,Low,635565.28,Very High,High-Value Loyalists,335.50458973185283
C106971,West,Organic Search,0.44144455,Medium,20603.7,Medium,Mid-Value Occasional Shoppers,9095.391074835
C106972,North,Organic Search,0.08045053,Low,228146.17,Very High,Mid-Value Occasional Shoppers,18354.480293970104
C106973,West,Social Media,0.7128912,High,3288.14,Low,Low-Engagement / Dormant,2344.086070368
C106974,West,Social Media,0.4493529,Medium,60887.36,High,Low-Engagement / Dormant,27359.911789344
C106975,West,Social Media,0.92648846,High,357.98,Low,Low-Engagement / Dormant,331.6643389108
C106976,North,Social Media,0.0061340244,Low,430533.71,Very High,Mid-Value Occasional Shoppers,2640.9042821625244
C106977,West,Paid Ads,0.63362306,High,11514.5,Medium,Mid-Value Occasional Shoppers,7295.85272437
C106978,West,Organic Search,0.41028258,Medium,109756.99,High,Mid-Value Occasional Shoppers,45031.3810302342
C106979,North,Organic Search,0.7380284,High,2101.16,Low,Low-Engagement / Dormant,1550.715752944
C106980,Central,Organic Search,0.0006436065,Low,634629.86,Very High,High-Value Loyalists,408.45190299009
C106981,North,Social Media,0.7912538,High,8269.55,Low,Mid-Value Occasional Shoppers,6543.312861789999
C106982,Central,Referral,0.45638567,Medium,31654.5,Medium,Mid-Value Occasional Shoppers,14446.660191015
C106983,North,Email Marketing,0.19188893,Low,69856.68,High,Low-Engagement / Dormant,13404.7235785524
C106984,North,Organic Search,0.002042307,Low,519168.19,Very High,High-Value Loyalists,1060.3008286143302
C106985,West,Email Marketing,0.897825,High,3024.73,Low,Mid-Value Occasional Shoppers,2715.67821225
C106986,North,Social Media,0.89075595,High,2438.15,Low,Low-Engagement / Dormant,2171.7966194925
C106987,North,Paid Ads,0.6969318,High,34319.99,Medium,Mid-Value Occasional Shoppers,23918.692406682
C106988,North,Referral,0.26878932,Low,141367.98,High,Mid-Value Occasional Shoppers,37998.2032139736
C106989,West,Direct,0.75909954,High,32337.82,Medium,Mid-Value Occasional Shoppers,24547.6242866028
C106990,North,Paid Ads,0.39756897,Medium,30664.21,Medium,Mid-Value Occasional Shoppers,12191.1383855637
C106991,East,Social Media,0.46770746,Medium,21045.2,Medium,Mid-Value Occasional Shoppers,9842.997037192
C106992,East,Organic Search,0.07823849,Low,227598.48,Very High,Mid-Value Occasional Shoppers,17806.9614014952
C106993,East,Organic Search,0.9920386,High,342.98,Low,Low-Engagement / Dormant,340.249399028
C106994,South,Organic Search,0.43337968,Medium,36994.17,Medium,Low-Engagement / Dormant,16032.5215564656
C106995,South,Organic Search,0.76485527,High,11380.34,Medium,Mid-Value Occasional Shoppers,8704.3130233918
C106996,Central,Referral,0.37477857,Medium,63854.01,High,Mid-Value Occasional Shoppers,23931.1145565657
C106997,West,Organic Search,0.21838436,Low,61061.93,High,Mid-Value Occasional Shoppers,13334.9705034148
C106998,Central,Social Media,0.39117432,Medium,49613.56,High,Mid-Value Occasional Shoppers,19407.5505957792
C106999,West,Email Marketing,0.14005792,Low,117638.04,High,Mid-Value Occasional Shoppers,16476.1391952768
C107000,West,Email Marketing,0.9296539,High,2427.47,Low,Low-Engagement / Dormant,2256.706952633
C107001,Central,Paid Ads,0.96399796,High,528.41,Low,Low-Engagement / Dormant,509.3861620436
C107002,South,Organic Search,0.85311085,High,1118.25,Low,Low-Engagement / Dormant,953.9912080125
C107003,Central,Paid Ads,0.74284035,High,28823.46,Medium,Mid-Value Occasional Shoppers,21411.229114611
C107004,North,Organic Search,0.82196724,High,9135.26,Low,Mid-Value Occasional Shoppers,7508.8844488824
C107005,North,Paid Ads,0.6427023,High,17885.8,Medium,Mid-Value Occasional Shoppers,11495.24479734
C107006,East,Social Media,0.0010456971,Low,674399.3,Very High,High-Value Loyalists,705.21739225203
C107007,South,Social Media,0.7739142,High,6771.92,Low,Mid-Value Occasional Shoppers,5240.885049264
C107008,South,Organic Search,0.758427,High,9586.43,Medium,Mid-Value Occasional Shoppers,7270.60734561
C107009,East,Organic Search,0.94086075,High,1818.14,Low,Low-Engagement / Dormant,1710.616564005
C107010,East,Email Marketing,0.20401272,Low,207047.74,High,Mid-Value Occasional Shoppers,42240.3726072528
C107011,Central,Direct,0.7166525,High,11392.05,Medium,Mid-Value Occasional Shoppers,8164.141112625
C107012,South,Social Media,0.01572762,Low,292422.51,Very High,Mid-Value Occasional Shoppers,4599.1101167262
C107013,South,Social Media,0.87383026,High,1039.49,Low,Low-Engagement / Dormant,908.3378169674
C107014,West,Social Media,0.0052691484,Low,647450.2,Very High,High-Value Loyalists,3411.5111854096795
C107015,East,Organic Search,0.6625068,High,17486.05,Medium,Mid-Value Occasional Shoppers,11584.627030139998
C107016,West,Email Marketing,0.37134406,Medium,33243.68,Medium,Mid-Value Occasional Shoppers,12344.8431005408
C107017,South,Organic Search,0.96119267,High,13348.65,Medium,Mid-Value Occasional Shoppers,12830.6245343955
C107018,North,Social Media,0.4455367,Medium,41470.03,Medium,Mid-Value Occasional Shoppers,18476.420315101
C107020,North,Referral,0.36194506,Medium,40294.98,Medium,Mid-Value Occasional Shoppers,14584.5689537988
C107021,West,Referral,0.9306561,High,6338.67,Low,Mid-Value Occasional Shoppers,5899.121901387
C107022,South,Referral,0.23379543,Low,83735.2,High,Mid-Value Occasional Shoppers,19576.907090136
C107023,South,Paid Ads,0.9733805,High,500.64,Low,Low-Engagement / Dormant,487.31321352
C107024,West,Social Media,0.83530724,High,10729.76,Medium,Mid-Value Occasional Shoppers,8962.646211462401
C107025,South,Social Media,0.26688293,Low,92728.12,High,Low-Engagement / Dormant,24747.5523589916
C107026,North,Referral,0.08377611,Low,154904.36,High,High-Value Loyalists,12977.2847028396
C107027,West,Paid Ads,0.96746427,High,1057.32,Low,Low-Engagement / Dormant,1022.9193219564
C107028,North,Social Media,0.18120171,Low,145340.84,High,Mid-Value Occasional Shoppers,26336.0087408364
C107029,South,Referral,0.026400112,Low,171929.93,High,Mid-Value Occasional Shoppers,4538.96940815216
C107030,East,Organic Search,0.0054886756,Low,426677.42,Very High,Mid-Value Occasional Shoppers,2341.893944224952
C107031,South,Social Media,0.797333,High,8871.18,Low,Mid-Value Occasional Shoppers,7073.28456294
C107032,East,Organic Search,0.0026339728,Low,486078.21,Very High,High-Value Loyalists,1280.316783812688
C107033,South,Referral,0.29772896,Low,116685.38,High,Low-Engagement / Dormant,34740.6168346048
C107034,South,Paid Ads,0.23762432,Low,114437.29,High,Mid-Value Occasional Shoppers,27193.0832188928
C107035,South,Email Marketing,0.0023039696,Low,461310.24,Very High,Mid-Value Occasional Shoppers,1062.844769128704
C107036,Central,Organic Search,0.1357939,Low,115393.71,High,Mid-Value Occasional Shoppers,15669.761916369
C107037,North,Paid Ads,0.00134387,Low,569322.2,Very High,Mid-Value Occasional Shoppers,765.095024914
C107038,Central,Organic Search,0.8399029,High,8619.58,Low,Mid-Value Occasional Shoppers,7239.610238782
C107040,South,Organic Search,0.04122405,Low,174265.59,High,Mid-Value Occasional Shoppers,7183.9333954395
C107041,West,Paid Ads,0.00060461945,Low,966391.42,Very High,High-Value Loyalists,584.299048845119
C107042,South,Organic Search,0.020168077,Low,258924.96,Very High,Mid-Value Occasional Shoppers,5222.01853050192
C107044,Central,Paid Ads,0.9513046,High,427.48,Low,Low-Engagement / Dormant,406.663690408
C107045,West,Social Media,0.25238413,Low,119342.8,High,Mid-Value Occasional Shoppers,30120.228749764
C107046,East,Organic Search,0.55916595,Medium,47195.12,High,Mid-Value Occasional Shoppers,26389.904110164003
C107047,West,Paid Ads,0.5221866,Medium,55863.27,High,Low-Engagement / Dormant,29171.051026181995
C107048,South,Organic Search,0.2880116,Low,37782.11,Medium,Mid-Value Occasional Shoppers,10881.685952476
C107049,West,Social Media,0.37380964,Medium,35703.42,Medium,Mid-Value Occasional Shoppers,13346.2825769688
C107050,North,Organic Search,0.47187304,Medium,29050.8,Medium,Mid-Value Occasional Shoppers,13708.289310432
C107051,North,Direct,0.15162483,Low,98535.74,High,Mid-Value Occasional Shoppers,14940.4648264242
C107052,East,Paid Ads,0.329738,Medium,140725.08,High,Mid-Value Occasional Shoppers,46402.40642903999
C107053,North,Social Media,0.12873583,Low,148328.26,High,Mid-Value Occasional Shoppers,19095.1616635558
C107054,West,Paid Ads,0.8268156,High,4400.59,Low,Mid-Value Occasional Shoppers,3638.476461204
C107055,North,Organic Search,0.7944383,High,5715.59,Low,Mid-Value Occasional Shoppers,4540.683603097001
C107056,North,Email Marketing,0.0011595754,Low,912742.47,Very High,Mid-Value Occasional Shoppers,1058.393714747238
